pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
argument_frede_2011_origen_differences_from_platonism_not_christianity__scholarly_argument_olive_ancient_causality_vs_modern_ef_0,argument,argument_frede_2011_origen_differences_from_platonism_not_christianity,"Origen’s differences with the Stoics derive from his Platonism, not from his Christianity (Frede 2011)",scholarly_argument_olive_ancient_causality_vs_modern_ef_0,Olive: The ancient conception of causality was modeled on the logical pattern of essent,0.46,0.51,0.3-0.7,argument_frede_2011_origen_differences_from_platonism_not_christianity,description_token_overlap,Frede 2011 ch. 7 argument (p. 120-124). Origen differs from classical Stoicism on five points: (1) he identifies autexousion with eph' hēmin (whereas the Stoics distinguish the freedom of the sage fro,"ancient causality vs. modern efficient causality — The ancient conception of causality was modeled on the logical pattern of essential inherence of the predicate in its subject, whereas the modern not"
argument_origen_witness_aristotelism_influence_amand1945__scholarly_argument_frede_origen_s_doctrine_of_free_will_5,argument,argument_origen_witness_aristotelism_influence_amand1945,Origène — Influence aristotélicienne réelle (Amand 1945),scholarly_argument_frede_origen_s_doctrine_of_free_will_5,Frede: Origen relies on a basically Stoic doctrine of free will (to autexousion) to com,0.46,0.16,0.3-0.7,scholarly_argument_frede_origen_s_doctrine_of_free_will_5,description_token_overlap,Amand (p. 292): Aristotle's influence is less pronounced but real. Origen's terminology derives primarily from Aristotle as much as from the Stoics. The habit of approaching a problem by reviewing all,Frede: in De princ. III.1 (Peri autexousiou) Origen identifies freedom with there being things up to us (eph' hēmin) and explicates this 'along standard Stoic lines'; he relies on 'a basically Stoic d
concept_philopator_compatibilism_bobzien__concept_triple_providence_plut,concept,concept_philopator_compatibilism_bobzien,"Compatibilisme philopatorien (PHILOPATOR, theorie stoicienne tardive, Bobzien 1998 Ch. 8)",concept_triple_providence_plut,Triple Providence / τριττὴ πρόνοια (Pseudo-Plutarch),0.46,0.15,0.3-0.7,concept_triple_providence_plut,description_token_overlap,Late compatibilist theory (first–second century CE) attributed by Bobzien 2001 (Ch. 8) to a Stoic conventionally designated 'PHILOPATOR' (principal sources: Nemesius De Nat. Hom. 35 + Eusebius PE VI).,"τριττὴ πρόνοια (trittē pronoia) - Providence at three levels: first god's thought, celestial gods' governance, daimones' guardianship.

Fat. 9 (573A): ""πρόνοια ἡ μὲν ἀνωτάτω καὶ πρώτη τοῦ πρώτου θεοῦ "
scholarly_argument_belcastro_origen_s_philosophical_foundat_4__scholarly_argument_belcastro_philosophical_foundations_plat_5,argument,scholarly_argument_belcastro_origen_s_philosophical_foundat_4,Belcastro: Origen's speculation is structurally linked to Platonic metaphysical framework (,scholarly_argument_belcastro_philosophical_foundations_plat_5,"Belcastro: Origen's speculation is structurally tied to Platonic metaphysical framework, wh",0.45,0.39,0.3-0.7,scholarly_argument_belcastro_origen_s_philosophical_foundat_4,description_token_overlap;label_token_overlap,"Origen's philosophical foundations — Origen's speculation is structurally linked to Platonic metaphysical framework (Middle Platonism, with elements of Aristotelianism and Stoicism on ethical problems","Philosophical foundations: Platonism and free will — Origen's speculation is structurally tied to Platonic metaphysical framework, which is central to his most complex formulations including the ethic"
scholarly_argument_boys_stones_general_causal_principle_and_d_1__scholarly_argument_boys_stones_two_source_metaphysics_vs_stoi_2,argument,scholarly_argument_boys_stones_general_causal_principle_and_d_1,Boys-Stones: Middle Platonists accepted that every event has antecedent causes (General Causa,scholarly_argument_boys_stones_two_source_metaphysics_vs_stoi_2,Boys-Stones: Platonists posited two causal streams (divine providence + pre-existing matter) ,0.45,0.2,0.3-0.7,scholarly_argument_boys_stones_two_source_metaphysics_vs_stoi_2,description_token_overlap;label_token_overlap,"Boys-Stones finds 'no evidence that any Platonist of the period had any desire to deny the General Causal Principle in their efforts to save human autonomy' (p. 440). 'Within the cosmos, at least, the","Where the Stoics take god to be coextensive with matter, so that 'everything is due to god', the Platonist world is 'the product not of one, but of two causal streams': divine providence which transce"
scholarly_argument_boys_stones_comparison_between_middle_plat_1__scholarly_argument_boys_stones_general_causal_principle_and_d_1,argument,scholarly_argument_boys_stones_comparison_between_middle_plat_1,Boys-Stones: The Middle Platonist theory of fate is considerably closer to the Stoic account ,scholarly_argument_boys_stones_general_causal_principle_and_d_1,Boys-Stones: Middle Platonists accepted that every event has antecedent causes (General Causa,0.45,0.41,0.3-0.7,scholarly_argument_boys_stones_comparison_between_middle_plat_1,description_token_overlap;label_token_overlap,Comparison between Middle Platonist and Stoic fate theories — The Middle Platonist theory of fate is considerably closer to the Stoic account than generally acknowledged. Both accept that events in th,"Boys-Stones finds 'no evidence that any Platonist of the period had any desire to deny the General Causal Principle in their efforts to save human autonomy' (p. 440). 'Within the cosmos, at least, the"
scholarly_argument_brand_covenantal_texts_free_choice__scholarly_argument_brand_genre_determines_free_will_view,argument,scholarly_argument_brand_covenantal_texts_free_choice,"Brand: covenantal texts (CD, 1QS) emphasize free choice to ground communal responsibility, even amid predestination",scholarly_argument_brand_genre_determines_free_will_view,"Brand: a Second Temple text's view of free will correlates with its genre, not a single 'Qumran theology'",0.45,0.51,0.3-0.7,scholarly_argument_brand_genre_determines_free_will_view,description_token_overlap;label_token_overlap,Brand argues that the covenantal genre — legal introductions like the Damascus Document (CD II.14–III.12a) and the 1QS recension of the Community Rule — emphasizes human free will rather than predeter,"Brand's organizing thesis. Against the trend to harmonize a single deterministic 'Qumran theology' of sin, she shows that Second Temple texts (including those at Qumran) display unremarked variability"
scholarly_argument_djeranian_cicero_s_critique_of_chrysippu_2__scholarly_argument_djeranian_the_cylinder_analogy_and_its_l_3,argument,scholarly_argument_djeranian_cicero_s_critique_of_chrysippu_2,D'Jeranian: Cicero demonstrates that Chrysippus's strategy of making assent autonomous while,scholarly_argument_djeranian_the_cylinder_analogy_and_its_l_3,"D'Jeranian: Chrysippus's cylinder analogy, which makes fate the antecedent and auxiliary cau",0.45,0.36,0.3-0.7,scholarly_argument_djeranian_the_cylinder_analogy_and_its_l_3,description_token_overlap;label_token_overlap,"D'Jeranian's reading of Cicero: the strategy does not satisfy Cicero, who judges that legitimate moral and juridical evaluations require that assent not be the effect of antecedent external causes. Ch",D'Jeranian: in De fato 42-43 Chrysippus's manoeuvre dissociates the necessity of fate and preserves the individual's autonomy by making fate the antecedent and auxiliary cause of his action; man's mov
scholarly_argument_hall_origen_against_valentinian_det_6__scholarly_argument_hall_origen_on_pharaoh_s_hardened_h_5,argument,scholarly_argument_hall_origen_against_valentinian_det_6,Hall: Origen mocked the Valentinian notion of goodness or badness as essential rather ,scholarly_argument_hall_origen_on_pharaoh_s_hardened_h_5,Hall: Origen's discussion of God hardening Pharaoh's heart operates within a Stoic-inf,0.45,0.42,0.3-0.7,scholarly_argument_hall_origen_on_pharaoh_s_hardened_h_5,description_token_overlap;label_token_overlap,"Origen against Valentinian determinism — Origen mocked the Valentinian notion of goodness or badness as essential rather than learned properties, arguing that God hardening Pharaoh's heart indicates '",Origen on Pharaoh's hardened heart — Origen's discussion of God hardening Pharaoh's heart operates within a Stoic-influenced framework: God's action reveals Pharaoh's pre-existing moral character rath
scholarly_argument_hogeterp_contextual_interpretation_of_f_1__scholarly_argument_hogeterp_methodology_linguistic_anthrop_2,argument,scholarly_argument_hogeterp_contextual_interpretation_of_f_1,"Hogeterp: Freedom and slavery meant different things for Jews, Greeks, and Romans in antiq",scholarly_argument_hogeterp_methodology_linguistic_anthrop_2,Hogeterp: Advocates for contextual biblical interpretation using insights from linguistic ,0.45,0.34,0.3-0.7,scholarly_argument_hogeterp_contextual_interpretation_of_f_1,description_token_overlap;label_token_overlap,"Contextual interpretation of freedom/slavery terminology — Freedom and slavery meant different things for Jews, Greeks, and Romans in antiquity; these terms do not map neatly onto modern conceptions o",Methodology: linguistic anthropology and intercultural communication — Advocates for contextual biblical interpretation using insights from linguistic anthropology and models of intercultural communic
scholarly_argument_pouderon_determinism_and_fate_heimarmen_1__scholarly_argument_pouderon_resurrection_and_moral_account_3,argument,scholarly_argument_pouderon_determinism_and_fate_heimarmen_1,"Pouderon: Athenagoras grounds moral responsibility on self-chosen virtue and vice (αὐθαίρετον, Legatio XXIV,4), without explicit anti-heimarmene polemic",scholarly_argument_pouderon_resurrection_and_moral_account_3,Pouderon: The Traité sur la résurrection presupposes free moral agency as foundational: re,0.45,0.16,0.3-0.7,scholarly_argument_pouderon_determinism_and_fate_heimarmen_1,description_token_overlap;label_token_overlap,"Pouderon (§7, pp. 177-179): the affirmation of free will is, oddly, clearer in the Supplique (men choose freely between vice and virtue, L. XXIV,4) than in the Traité, where 'la liberté humaine se tir","Pouderon: the Supplique grounds belief in resurrection on the sole necessity of a judgment (L. XXXI,4; XXXVI,2), whereas the Traité declares reducing resurrection's necessity to judgment 'manifestemen"
scholarly_argument_rousseau_incompleteness_of_editorial_wo_1__scholarly_argument_rousseau_methodology_of_critical_editio_0,argument,scholarly_argument_rousseau_incompleteness_of_editorial_wo_1,Rousseau: A critical edition of Irenaeus is inherently incomplete without commentary; the ,scholarly_argument_rousseau_methodology_of_critical_editio_0,Rousseau: The editor must combine critical textual work with historical and doctrinal exeg,0.45,0.21,0.3-0.7,scholarly_argument_rousseau_incompleteness_of_editorial_wo_1,description_token_overlap;label_token_overlap,incompleteness of editorial work — A critical edition of Irenaeus is inherently incomplete without commentary; the editor must anticipate future commentators' work while recognizing the limits of what,methodology of critical edition and theological interpretation — The editor must combine critical textual work with historical and doctrinal exegesis; these tasks cannot be fully separated because und
