pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
scholarly_argument_pouderon_transformation_of_human_nature_12__scholarly_argument_pouderon_triple_original_sin_and_transm_8,argument,scholarly_argument_pouderon_transformation_of_human_nature_12,Pouderon: Adam and Eve's fault profoundly transformed human nature. The main consequence i,scholarly_argument_pouderon_triple_original_sin_and_transm_8,"Pouderon: In early Christianity, still heavily imbued with Jewish apocalyptic (Enochic tra",0.25,0.12,<=0.3,scholarly_argument_pouderon_triple_original_sin_and_transm_8,description_token_overlap;label_token_overlap,Pouderon: a leitmotiv of the Apologists is that the fault of Adam and Eve profoundly transformed human nature in its very essence. Its main consequence is the intrusion of biological necessities — suf,"Pouderon: in early Christianity, still steeped in Jewish (Enochic) apocalyptic, the original fault is triple: (1) the corruption of the angels, who become demons and, per the Enochic narrative built o"
scholarly_argument_michon_akrasia_weakness_of_will_0__scholarly_argument_michon_interpretation_of_paul_s_ego_i_1,argument,scholarly_argument_michon_akrasia_weakness_of_will_0,Michon: Thomas Aquinas's analysis of incontinence should not be reduced to a simple reas,scholarly_argument_michon_interpretation_of_paul_s_ego_i_1,Michon: Thomas Aquinas adopts a double reading of Paul's 'ego': (i) Paul speaks in the p,0.25,0.05,<=0.3,scholarly_argument_michon_akrasia_weakness_of_will_0,description_token_overlap;label_token_overlap,Michon recalls Davidson's reproach that Thomas confined incontinence to a face-off of reason and passion without recourse to the notion of will (p. 177). Against Davidson he notes that Thomas did intr,"interpretation of Paul's ego in Romans 7 — Thomas Aquinas adopts a double reading of Paul's 'ego': (i) Paul speaks in the person of sinful man generally, and (ii) Paul speaks in his own person as a ma"
argument_gregory_contrafatum_nomima_barbarika_amand1945__argument_gregory_disccat31_carneadean_moral_amand1945,argument,argument_gregory_contrafatum_nomima_barbarika_amand1945,Gregory of Nyssa CF — argument carnéadien des nomima barbarika,argument_gregory_disccat31_carneadean_moral_amand1945,Gregory of Nyssa Disc. Cat. 31 — argument carnéadien moral comme topos scolaire,0.25,0.08,<=0.3,argument_gregory_disccat31_carneadean_moral_amand1945,description_token_overlap;label_token_overlap,"Gregory's argument in the Against Fate (PG 45, 169B), explicitly identified by Amand 1945 (p. 428-429, 431) as the second Carneadean anti-astrological argument preserved in the opusculum. The argument","Argument of Gregory of Nyssa's Catechetical Discourse 31 (ed. Srawley p. 113-114; PG 45, 77BD), framed by a theological aporia: why does God not compel unbelievers to embrace the faith? Gregory's answ"
scholarly_argument_karavites_adaptability_to_virtue_answers_gnostic_dilemma__scholarly_argument_karavites_virtue_potential_training_and_grace,argument,scholarly_argument_karavites_adaptability_to_virtue_answers_gnostic_dilemma,Karavites: created adaptability to virtue answers the Gnostic dilemma about Adam's perfection,scholarly_argument_karavites_virtue_potential_training_and_grace,"Karavites: virtue joins natural perfectibility, habituated training, and grace",0.25,0.26,<=0.3,scholarly_argument_karavites_virtue_potential_training_and_grace,description_token_overlap;label_token_overlap,"Karavites reconstructs Clement's answer to the dilemma that a perfect creator must produce an already perfect Adam. Adam was created fit to receive and develop virtue, not in possession of completed v","The capacity for virtue is natural, but virtue itself is acquired through repeated learning and voluntary practice until good action becomes stable character. Karavites stresses that neither aptitude "
scholarly_argument_hendriksen_justification_by_faith_and_its_0__scholarly_argument_hendriksen_justification_by_faith_vs_work_1,argument,scholarly_argument_hendriksen_justification_by_faith_and_its_0,"Hendriksen: Justification by faith produces effective, fruitful results in the believer's li",scholarly_argument_hendriksen_justification_by_faith_vs_work_1,"Hendriksen: Emphasizes that salvation is entirely by faith apart from works of the law, with",0.25,0.19,<=0.3,scholarly_argument_hendriksen_justification_by_faith_vs_work_1,description_token_overlap;label_token_overlap,"justification by faith and its effects — Justification by faith produces effective, fruitful results in the believer's life, including peace with God, access to grace, exultation, and firmly anchored ","justification by faith vs. works/merit — Emphasizes that salvation is entirely by faith apart from works of the law, with no room for human boasting. The Jews misunderstood God's promises as condition"
scholarly_argument_furst_2019_preexistence_apokatastasis_remain_hypotheses__scholarly_argument_markschies_apokatastasis_is_consequence_but_not_settled_verdict,argument,scholarly_argument_furst_2019_preexistence_apokatastasis_remain_hypotheses,Fürst: Origen presents pre-existence and universal restoration as hypotheses rather than fixed doctrines,scholarly_argument_markschies_apokatastasis_is_consequence_but_not_settled_verdict,Markschies: universal restoration is a systematic consequence on which Origen remained unsure,0.25,0.16,<=0.3,scholarly_argument_furst_2019_preexistence_apokatastasis_remain_hypotheses,description_token_overlap;label_token_overlap,Fürst argues that pre-existence and universal restoration should not be turned into fixed Origenian doctrines. Origen preferred a pre-existence model but held that the beginning and end remain beyond ,"Markschies treats universal restoration as a consequence generated by Origen's system, not as an everywhere-settled verdict. Origen considers it in some places, qualifies or denies it in others, and a"
argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy__scholarly_argument_moore_pharisee_doctrine_on_fate_and__1,argument,argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy,Josephus classifies Pharisees/Sadducees/Essenes according to their positions on freedom (Fürst 2022 Kap. III 1),scholarly_argument_moore_pharisee_doctrine_on_fate_and__1,Moore: Josephus presents inconsistent accounts: in Antiquities the Pharisees hold a mix,0.25,0.15,<=0.3,argument_furst_2022_josephus_three_jewish_sects_freedom_taxonomy,description_token_overlap;label_token_overlap,"Fürst 2022 thesis (Kap. III 1, p. 103-105): Flavius Josephus (AJ XIII 5,9 = 171-173; AJ XVIII 1,3 = 13; BJ II 8,14 = 163-165) maps the three principal Jewish sects according to their positions on the ","Moore sets three Josephan accounts side by side: Ant. xiii.5.9 (some things the work of fate, some 'in men's own power'); War ii.8.14 (the Pharisees 'attribute everything to fate and to God', doing ri"
scholarly_argument_byerly_definition_of_theological_dete_2__scholarly_argument_byerly_theological_determinism_and_fr_0,argument,scholarly_argument_byerly_definition_of_theological_dete_2,Byerly: Theological determinism is stipulatively defined as the view that all free actio,scholarly_argument_byerly_theological_determinism_and_fr_0,Byerly: Theological determinists (who affirm compatibilism—that free actions can be caus,0.25,0.14,<=0.3,scholarly_argument_byerly_theological_determinism_and_fr_0,description_token_overlap;label_token_overlap,"definition of theological determinism — Theological determinism is stipulatively defined as the view that all free actions that exist are causally determined, which is weaker than the common usage req",theological determinism and free will theodicy — Theological determinists (who affirm compatibilism—that free actions can be causally determined) can adapt the central argumentative strategies of Plan
scholarly_argument_gaventa_divine_liberation_and_human_ag_1__scholarly_argument_gaventa_spirit_s_liberating_work_and_t_3,argument,scholarly_argument_gaventa_divine_liberation_and_human_ag_1,Gaventa: God's action in Christ Jesus liberates humanity from enslavement to Sin and Deat,scholarly_argument_gaventa_spirit_s_liberating_work_and_t_3,Gaventa: The Spirit's work transforms 'slaves of righteousness' into siblings of Jesus Ch,0.25,0.21,<=0.3,scholarly_argument_gaventa_spirit_s_liberating_work_and_t_3,description_token_overlap;label_token_overlap,"divine liberation and human agency — God's action in Christ Jesus liberates humanity from enslavement to Sin and Death through the Spirit; this liberation is an event initiated by God's power, not hum","Spirit's liberating work and transformation of human status — The Spirit's work transforms 'slaves of righteousness' into siblings of Jesus Christ, with creation anticipating God's final triumph; this"
scholarly_argument_maston_moral_responsibility_despite_d_4__scholarly_argument_maston_paul_s_critique_of_moral_optim_3,argument,scholarly_argument_maston_moral_responsibility_despite_d_4,"Maston: Acknowledges that even in more deterministic texts like the Hodayot, some form o",scholarly_argument_maston_paul_s_critique_of_moral_optim_3,Maston: Contends that Romans 7:7-25 critiques the 'two-ways theology' exemplified by Sir,0.25,0.13,<=0.3,scholarly_argument_maston_moral_responsibility_despite_d_4,description_token_overlap;label_token_overlap,"All three texts make obedience necessary for salvation; in the Hodayot and Paul, which prioritise divine action, the human is 'not portrayed as merely a passive recipient of grace' — the Spirit transf","In Romans 7.7-25 Paul portrays the 'I' as the human agent of the two-ways pattern (Ben Sira's) and shows that tradition's 'powerlessness' to produce adequate obedience: Sin takes over human capacity, "
scholarly_argument_pr_aux_augustine_and_minucius_felix_o_2__scholarly_argument_pr_aux_minucius_felix_s_originality_o_1,argument,scholarly_argument_pr_aux_augustine_and_minucius_felix_o_2,Préaux: Augustine's treatment of fate and providence shows curious detailed coincidences,scholarly_argument_pr_aux_minucius_felix_s_originality_o_1,Préaux: Minucius Felix was not original on the problem of fate and providence; his treat,0.25,0.14,<=0.3,scholarly_argument_pr_aux_minucius_felix_s_originality_o_1,description_token_overlap;label_token_overlap,"Augustine and Minucius Felix on fate — Augustine's treatment of fate and providence shows curious detailed coincidences with Minucius Felix's manner of argumentation, though Augustine defined his posi",Préaux (p. 398) holds it 'impossible d'admettre que Minucius Felix ait fait preuve d'originalité' on the fatum/providence problem: his characteristic way of resolving it 'lui a été inspirée par la dém
scholarly_argument_ramelli_origen_s_distinction_between_c_2__scholarly_argument_ramelli_origen_s_synthesis_of_philosop_6,argument,scholarly_argument_ramelli_origen_s_distinction_between_c_2,Ramelli: Origen distinguished his Christian doctrine of apokatastasis from Stoic determin,scholarly_argument_ramelli_origen_s_synthesis_of_philosop_6,Ramelli: Origen synthesized Platonic-Aristotelian anti-determinism (mediated through Alex,0.25,0.26,<=0.3,scholarly_argument_ramelli_origen_s_synthesis_of_philosop_6,description_token_overlap;label_token_overlap,Origen's distinction between Christian and Stoic apokatastasis — Origen distinguished his Christian doctrine of apokatastasis from Stoic deterministic apokatastasis in two key ways: (a) the Stoics pos,"Ramelli holds that Alexander's De Fato is 'very likely to be in the background' of Origen's refutation of determinism: Origen refuted both Gnostic (Valentinian) and Stoic determinism, 'just like Alexa"
scholarly_argument_jurasz_eusebius_emesa_fr22_new_testimony__scholarly_argument_jurasz_marinus_platonising_bardesanism,argument,scholarly_argument_jurasz_eusebius_emesa_fr22_new_testimony,"Jurasz: Eusebius of Emesa, Fragment 22 is an unstudied testimony to bardesanite exegesis",scholarly_argument_jurasz_marinus_platonising_bardesanism,"Jurasz: Marinus in the Adamantius Dialogue attests a later, Platonising bardesanism",0.25,0.08,<=0.3,scholarly_argument_jurasz_eusebius_emesa_fr22_new_testimony,description_token_overlap;label_token_overlap,Fragment 22 of Eusebius of Emesa's Commentary on Genesis reports that Bardaisan explained the discrepancy between the command to take pairs of every animal (Gen 6:19-20) and the command to take seven ,"The bardesanite Marinus in the Adamantius Dialogue represents a later and possibly local version of Bardaisan's teaching: Platonising and hostile to the body, holding the resurrection of souls and not"
